element_index  x0 y0 z0 x1 y1 z1 x2 y2 z2 x3 y3 z3 volume deltaZ
366  2.9250 0.050531 0.25441 2.9250 0.14712 0.22853 2.8250 0.14712 0.22853 2.8250 0.050531 0.25441 0.00078540 0.050000
367  2.9250 -0.046062 0.28029 2.9250 0.050531 0.25441 2.8250 0.050531 0.25441 2.8250 -0.046062 0.28029 0.00078540 0.050000
368  2.9250 0.84912 0.56310 2.9250 0.87500 0.46651 2.8250 0.87500 0.46651 2.8250 0.84912 0.56310 0.00078540 0.050000
369  2.9250 0.82324 0.65969 2.9250 0.84912 0.56310 2.8250 0.84912 0.56310 2.8250 0.82324 0.65969 0.00078540 0.050000
370  2.9250 0.79735 0.75628 2.9250 0.82324 0.65969 2.8250 0.82324 0.65969 2.8250 0.79735 0.75628 0.00078540 0.050000
371  2.9250 0.77147 0.85288 2.9250 0.79735 0.75628 2.8250 0.79735 0.75628 2.8250 0.77147 0.85288 0.00078540 0.050000
372  2.9250 0.74559 0.94947 2.9250 0.77147 0.85288 2.8250 0.77147 0.85288 2.8250 0.74559 0.94947 0.00078540 0.050000
373  2.9250 0.71971 1.0461 2.9250 0.74559 0.94947 2.8250 0.74559 0.94947 2.8250 0.71971 1.0461 0.00078540 0.050000
374  2.9250 0.84912 -0.56310 2.9250 0.87500 -0.46651 2.8250 0.87500 -0.46651 2.8250 0.84912 -0.56310 0.00078540 0.050000
375  2.9250 0.82324 -0.65969 2.9250 0.84912 -0.56310 2.8250 0.84912 -0.56310 2.8250 0.82324 -0.65969 0.00078540 0.050000
376  2.9250 0.79735 -0.75628 2.9250 0.82324 -0.65969 2.8250 0.82324 -0.65969 2.8250 0.79735 -0.75628 0.00078540 0.050000
377  2.9250 0.77147 -0.85288 2.9250 0.79735 -0.75628 2.8250 0.79735 -0.75628 2.8250 0.77147 -0.85288 0.00078540 0.050000
378  2.9250 0.74559 -0.94947 2.9250 0.77147 -0.85288 2.8250 0.77147 -0.85288 2.8250 0.74559 -0.94947 0.00078540 0.050000
379  2.9250 0.71971 -1.0461 2.9250 0.74559 -0.94947 2.8250 0.74559 -0.94947 2.8250 0.71971 -1.0461 0.00078540 0.050000
380  2.9250 0.58778 -0.41222 2.9250 0.65849 -0.34151 2.8250 0.65849 -0.34151 2.8250 0.58778 -0.41222 0.00078540 0.050000
381  2.9250 0.51707 -0.48293 2.9250 0.58778 -0.41222 2.8250 0.58778 -0.41222 2.8250 0.51707 -0.48293 0.00078540 0.050000
382  2.9250 0.44636 -0.55364 2.9250 0.51707 -0.48293 2.8250 0.51707 -0.48293 2.8250 0.44636 -0.55364 0.00078540 0.050000
383  2.9250 0.37565 -0.62435 2.9250 0.44636 -0.55364 2.8250 0.44636 -0.55364 2.8250 0.37565 -0.62435 0.00078540 0.050000
384  2.9250 0.30494 -0.69506 2.9250 0.37565 -0.62435 2.8250 0.37565 -0.62435 2.8250 0.30494 -0.69506 0.00078540 0.050000
385  2.9250 0.23423 -0.76577 2.9250 0.30494 -0.69506 2.8250 0.30494 -0.69506 2.8250 0.23423 -0.76577 0.00078540 0.050000
